ID,ID_IN_BOOK,PROVERB,LANGUAGE,EXPLANATION (ORIGINAL LANGUAGE),EXPLANATION (ENGLISH),CATEGORY,
ZH_0904,W,文能克武，柔能克刚,ZH,多谋善断的人能打败勇敢威武的人，温柔婉转的人能打败强硬刚烈的人。,Those who are resourceful and decisive can defeat the brave and mighty; those who are gentle and tactful can overcome the rigid and fierce.,Social Military Politics,
ZH_0905,W,文齐福不齐,ZH,古时认为人的命运都是上天注定的，即使学识齐全，但运气不佳，也中不了举。,"In ancient times, it was believed that a person's fate was predetermined by Heaven — even with complete learning, if one's luck was poor, one would not pass the imperial examinations.",Social Military Politics,
ZH_0906,W,文死谏，武死战,ZH,古时指文臣是否忠君取决于他能不能舍死劝谏国君，武将爱国与否要看他能不能舍死保家卫国。,"In ancient times, whether a civil minister was loyal to the sovereign depended on whether he would risk death to remonstrate with the ruler; whether a military general was patriotic depended on whether he would risk death to defend the homeland.",Social Military Politics,
ZH_0907,W,文武之道，一张一弛,ZH,文：周文王；武：周武王；道：办法。张：弓弦拉紧；弛：弓弦松开。周文王、周武壬治理国家的于段，就如拉弓射箭一样，一张一弛。意指工作应该松紧适度，有节奏地开展。,"""Wén"" refers to King Wen of Zhou; ""Wǔ"" refers to King Wu of Zhou; ""dào"" means method. ""Zhāng"" means to draw a bowstring taut; ""chí"" means to loosen it. The governing methods of Kings Wen and Wu were like drawing and releasing a bow — alternating tension and relaxation. Work should proceed at a moderate pace, neither too tight nor too loose.",Social Military Politics,
ZH_0908,W,文章自古无凭据,ZH,指自古以来评价文章的优劣没有特定的标谁。,"Since ancient times, there has been no fixed standard for evaluating the quality of writing.",Social Military Politics,
ZH_0909,W,巫师斗法，病人吃亏,ZH,巫师同巫师斗法术，吃亏的是病人。比喻上层人互相争斗，受罪的是下面的普通群众。,"When sorcerers compete in magical arts against each other, it is the patient who suffers. When those in power fight among themselves, ordinary people below bear the consequences.",Social Military Politics,
ZH_0910,W,屋漏在上，知之在下,ZH,屋顶是否漏雨，屋里的人知道。比喻如果当政者出现差错，下属和群众看得最清楚。,"Whether the roof leaks, those inside the house know best. If those in power make mistakes, their subordinates and the masses see it most clearly.",Social Military Politics,
ZH_0911,W,诬告加三等,ZH,对歪曲事实诬陷别人的人，要严重惩罚。,Those who distort facts to frame others should be severely punished.,Social Military Politics,
ZH_0912,W,无刁不成状,ZH,没有欺骗狡诈就写不出来诉状。,"Without deception and trickery, no lawsuit petition can be written — implying that lawsuits inherently involve exaggeration or distortion.",Social Military Politics,
ZH_0913,W,无风起浪,ZH,指没有刮风却有波浪。比喻无理由却惹是生非。,Waves appear without any wind. A metaphor for stirring up trouble without reason.,Social Military Politics,
ZH_0914,W,无根的浮萍，长不成栋梁之才,ZH,浮萍：在水面上浮生的一种草，茎扁平如叶子，根垂在水里。比喻没有坚实根基的人不可能成大器。也比喻脱离群众的入承担不起国家的重任。,"""Fúpíng"" (duckweed) is a plant that floats on water with flat stems resembling leaves and roots hanging in the water. A person without a solid foundation cannot achieve great things. Also, someone disconnected from the masses cannot bear the heavy responsibilities of the nation.",Social Military Politics,
ZH_0915,W,无功不受禄,ZH,禄：俸禄。原指没有功劳就不敢接受俸禄。也泛指不为人做事，不可以接受馈赠。,"""Lù"" means an official's salary. Originally meaning one dares not accept a salary without having made contributions. More broadly, if one does nothing for others, one should not accept gifts.",Social Military Politics,
ZH_0916,W,无功受禄，寝食不安,ZH,指没有作贡献，却接受丰厚的酬谢，睡觉吃饭都会因此感到不踏实。,Receiving generous compensation without having made contributions makes one feel uneasy even while sleeping and eating.,Social Military Politics,
ZH_0917,W,无官不贪，无商不奸,ZH,指古时官场里，人人都贪污，商界里人人都奸诈。,"In the ancient official circles, everyone was corrupt; in the business world, everyone was deceitful.",Social Military Politics,
ZH_0918,W,无官一身轻,ZH,古时认为，辞掉官职，精神上没有负担，反倒觉得更加轻松愉快。,"In ancient times, it was believed that resigning from office freed one from mental burdens and actually made one feel lighter and happier.",Social Military Politics,
ZH_0919,W,无粮不聚兵,ZH,部队中士兵没有食物，军心就会涣散。,"When soldiers in an army have no food, morale will collapse.",Social Military Politics,
ZH_0920,W,无马狗用犁,ZH,没有马，狗也可以耕地。指没有合格的人才，也可以用差一等的人才来代替。,"Without a horse, even a dog can plow the field. Without qualified talent, one can substitute with someone of slightly lesser ability.",Social Military Politics,
ZH_0921,W,无事不登三宝殿,ZH,三宝殿：佛殿。常指有所求的地方。没有心事是不到佛殿求神拜佛的。比喻没有事情是不会登门拜访的，既然登门就有事相求。,"""Sānbǎo diàn"" refers to the Buddhist hall — a place where people go to make requests. One does not visit the Buddhist hall to pray unless one has something on one's mind. No one comes calling unless they have a favor to ask; if they show up at your door, they surely need something.",Social Military Politics,
ZH_0922,W,无赃难定罪,ZH,没有赃物作证据，就很难定罪。指是否给他人定罪名，关键在证据。,"Without stolen goods as evidence, it is very difficult to convict. Whether someone can be found guilty depends on the evidence.",Social Military Politics,
ZH_0923,W,武不善作,ZH,指一旦动武了，就不会有友善的举动了。比喻动起武来就会不留情面，不会有好的结果。,"Once force is used, there will be no friendly gestures. When fighting breaks out, there is no mercy and no good outcome.",Social Military Politics,
ZH_0924,W,五里不同天，十里不同俗,ZH,指每个地方都有各自的风土民俗，即便是距离较近的地方，民情风俗也不一样。,Every place has its own local customs and folkways; even nearby areas may differ in their traditions.,Social Military Politics,
ZH_0925,W,物必先腐，而后虫生,ZH,指任何东酉都是自身先腐烂，然后蛆虫、蛀虫才能寄生。比喻一个国家，一个团体或一个家庭，内部不出问题，外人是难以入侵的。,"Everything rots from within before maggots and borers can take hold. A nation, organization, or family — if no problems emerge internally, external forces cannot invade.",Social Military Politics,
ZH_0926,X,洗脸莫怕擦鼻子,ZH,"洗脸肯定避免不了擦鼻子。比喻纠正不良之风,一定会触到领导。",Washing one's face inevitably means touching one's nose. Correcting bad practices will inevitably offend those in leadership.,Social Military Politics,
ZH_0927,X,瞎驴上不了板桥,ZH,比喻不优秀的人可能办不好事情。,A metaphor meaning that untalented people may not be able to handle things well.,Social Military Politics,
ZH_0928,X,下了山的老虎不如狗,ZH,指老虎在山里，是群兽之王，一旦离开山岭，来到平川，连狗都比不上。比喻有地位的人一旦没有了权势，连个普通百姓也比不上。,"A tiger in the mountains is king of beasts, but once it leaves the hills and comes to the plains, it is inferior even to a dog. A person of status, once stripped of power, cannot compare even to an ordinary commoner.",Social Military Politics,
ZH_0929,X,下民易虐，上苍难欺,ZH,欺压百姓不难，欺骗苍天却难。古时指上天有灵，恶有恶报。劝诫人不要做伤天害理的事。,"Bullying common people is not difficult, but deceiving Heaven is. In ancient belief, Heaven has awareness and evil will be repaid with evil. An admonition not to commit unconscionable acts.",Social Military Politics,
ZH_0930,X,下有茯苓，上有菟丝,ZH,茯苓：寄生于松根的一种菌类植物。菟丝：植根于茯苓上的一种植物，藤细如丝。指菟丝之下定有茯苓。比喻推断事理可以由此知彼，由外知内，由显知隐。,"""Fúlíng"" is a fungus that grows parasitically on pine roots. ""Tùsī"" is a plant that roots on fúlíng with threads as fine as silk. Where there is tùsī, there must be fúlíng beneath. One can deduce hidden realities from visible signs — knowing the inside from the outside, the hidden from the apparent.",Social Military Politics,
ZH_0931,X,先打后商量,ZH,意谓先采用强硬手段，然后再坐下来商量。,"First employ forceful measures, then sit down to negotiate.",Social Military Politics,
ZH_0932,X,先君子后小人,ZH,先做君子，后做小人。指先按道理来，以礼待人；行不通的话再采取强硬措施。,"First act as a gentleman, then as a villain. First approach with reason and courtesy; if that doesn't work, then resort to forceful measures.",Social Military Politics,
ZH_0933,X,先礼而后兵,ZH,指打仗之前，先运用外交手段，和谈行不通之后再开战。,"Before going to war, first employ diplomatic means; only after negotiations fail does one commence hostilities.",Social Military Politics,
ZH_0934,X,先礼后兵,ZH,意谓先以礼相待，没达到目的时再采取强制手段。,"First treat others with courtesy; when that fails to achieve the goal, then adopt coercive measures.",Social Military Politics,
ZH_0935,X,先说断，后不乱,ZH,断：决定。做事之前先把有关条件说明自，就可以避免随后的意见不致。,"""Duàn"" means to decide. Clarify all relevant conditions before starting a task, and subsequent disagreements can be avoided.",Social Military Politics,
ZH_0936,X,先下米，先吃饭,ZH,比喻早动手，就能早得益。,Acting early brings early benefits.,Social Military Politics,
ZH_0937,X,先下手为强，后下手遭殃,ZH,指先发制人可取得主动权，要不然就会吃亏。换句话说，双方交手时，先动手的就能取得主动权，能迫使对方措手不及，处于被动地位；晚动手的就可能吃亏。,"Striking first seizes the initiative; otherwise one will suffer losses. In a confrontation, whoever moves first gains the upper hand, catching the opponent off guard and putting them in a passive position; whoever moves later may be at a disadvantage.",Social Military Politics,
ZH_0938,X,贤者在位，能者在职,ZH,意谓只有贤明的入掌握权力，才会任用有才干的人。,Only when a wise person holds power will talented people be appointed to positions.,Social Military Politics,
ZH_0939,X,县官不如现管,ZH,指官职再大，也比不上直接管事的人有实权。,"No matter how high an official's rank, it cannot compare to the real power held by the person who directly manages affairs.",Social Military Politics,
ZH_0940,X,县令县令，听钱调用,ZH,指古时官吏贪赃舞弊的人很多，谁行贿，就给谁办事。多用来形容官员贪赃枉法。,"In ancient times, many officials were corrupt and took bribes — whoever offered bribes got their affairs handled. This describes officials who accept bribes and pervert justice.",Social Military Politics,
ZH_0941,X,相骂无好言，相打无好拳,ZH,指双方对骂时不讲好话，两人打架时不留情面。,"When two sides are hurling insults, no kind words are spoken; when two people are fighting, no mercy is shown.",Social Military Politics,
ZH_0942,X,相马失之瘦，相士失之贫,ZH,相：通过观察事物的外表，判断其好坏。挑选良马时，因马的瘦弱而被刷掉；选拔人才时。因家庭贫穷而被刷掉。比喻观察人与事物要重在本质，不要只注重表面现象。换句话说，选拔人才时，不能只看外表，而要看他的实际才能。,"""Xiàng"" means to judge quality by observing outward appearance. When selecting fine horses, thin and weak ones are eliminated; when selecting talent, those from poor families are rejected. One should focus on essence rather than surface appearance. In other words, when selecting talent, one should not judge by appearance alone but by actual ability.",Social Military Politics,
ZH_0943,X,乡有乡规，民有民俗,ZH,乡村有乡村的规矩 ，民间有民间的风俗。意指每个地方都有自己传统的风俗民情。,Villages have village rules; folk communities have folk customs. Every place has its own traditional customs and ways.,Social Military Politics,
ZH_0944,X,向情向不了理,ZH,向：偏袒。理：公道，公理。指在情感上可以有些偏心，但在道理上不能给予祖护。比喻遇事如果徇私情，那就不能坚持公理，也不能主持公道。,"""Xiàng"" means to show partiality; ""lǐ"" means fairness or justice. One may be somewhat partial in emotion, but one cannot be biased in matters of principle. If one acts on personal favoritism, one cannot uphold justice or fairness.",Social Military Politics,
ZH_0945,X,铲草不除根，萌芽依旧发,ZH,比喻祸患要从根儿铲除，要不然后患无穷。,Calamities must be uprooted completely; otherwise there will be endless future troubles.,Social Military Politics,
ZH_0946,X,小鬼跌金刚,ZH,比喻弱小的可打败强大的。也比喻弱小的恶势力，如果任由他继续发展，也会有很大的破坏作用。,"The small can defeat the great. Also, if minor evil forces are allowed to continue developing, they can cause tremendous destruction.",Social Military Politics,
ZH_0947,X,小民斗官，只能转圈,ZH,指老百姓没权没势，不能正面与官吏斗争，只能采用迂回曲折的方法。,"Common people, having no power or influence, cannot confront officials directly and can only adopt roundabout methods.",Social Military Politics,
ZH_0948,X,小泥鳅翻不起大浪,ZH,泥鳅：一种小鱼；喜欢潜伏于泥中。比喻小势力不会成大气候。,"""Níqiū"" (loach) is a small fish that likes to hide in mud. Minor forces will never amount to anything significant.",Social Military Politics,
ZH_0949,X,小钱不去，大钱不来,ZH,指如果不愿付出代价，就得不到大的利益。小石头，打坏大缸比喻小的能够打败大的，弱的能够打败强的。,"Without being willing to pay a price, one cannot obtain great benefits. A small stone can break a large jar — the small can defeat the great, the weak can overcome the strong.",Social Military Politics,
ZH_0950,X,小腿扭不过大腿,ZH,比喻力量弱小的打不败力量强大的。,A metaphor meaning that weak forces cannot defeat strong ones.,Social Military Politics,
ZH_0951,X,笑骂由他笑骂，好官我自为之,ZH,意谓不理他人的讥笑和谴责，依旧我行我素，一心想着升官发财。,"Ignoring others' ridicule and condemnation, continuing to act as one pleases, single-mindedly pursuing wealth and official promotion.",Social Military Politics,
ZH_0952,X,邪不胜正,ZH,指邪气战胜不了正气。比喻邪恶始终不能战胜正义或公道。,Evil energy cannot overcome righteous energy. Evil can never ultimately triumph over justice or fairness.,Social Military Politics,
ZH_0953,X,新兵怕炮，老兵怕号,ZH,指新兵没有战斗经验，听到炮声就惧怕；老兵有经验，最怕冲锋号，一冲锋就知道可能丢命。,"New recruits lack combat experience and fear the sound of artillery; veteran soldiers have experience and most fear the charge bugle, knowing that a charge may cost them their lives.",Social Military Politics,
ZH_0954,X,新官上任三把火,ZH,指新上任的官员总要办些事，以树立自己的威望。比喻开始做某事时热情非常高，过了三分钟热度就不行了。,"Newly appointed officials always want to accomplish some things to establish their authority. A metaphor meaning one starts something with great enthusiasm, but after a brief burst of energy, the passion fades.",Social Military Politics,
ZH_0955,X,心正何愁着鬼迷,ZH,指心地端正，就不怕鬼魅迷惑比喻心正不怕邪气。,"With an upright heart, one need not fear ghosts and demons. An upright mind is unafraid of evil influences.",Social Military Politics,
ZH_0956,X,信人调，丢了瓢,ZH,调：挑唆。指相信他人的挑拨，结果吃了大亏。,"""Diào"" means to instigate. Believing others' provocations results in suffering great losses.",Social Military Politics,
ZH_0957,X,行动有三分财气,ZH,只要做事，总会有些收获。比喻只要有所付出，就会有收获。,"As long as one does things, there will always be some gains. Any effort yields returns.",Social Military Politics,
ZH_0958,X,行下春风望秋雨,ZH,比喻做了好事盼望能收到回报。,A metaphor for doing good deeds while hoping for repayment.,Social Military Politics,
ZH_0959,X,行不更名，坐不改姓,ZH,指正大光明，无论何时都不隐瞒自己的真相。,"Being open and aboveboard, never concealing one's true nature at any time.",Social Military Politics,
ZH_0960,X,行船走马三分命,ZH,古时指坐船、骑马都可能有生命危险。比喻乘船、骑马总会有一些风险，要先做好思想准备。,"In ancient times, traveling by boat or horse could endanger one's life. Boats and horses always carry some risk; one must be mentally prepared beforehand.",Social Military Politics,
ZH_0961,X,行车有车道，唱歌有曲调,ZH,指凡事都有自己的规矩，不能胡来。,Everything has its own rules and cannot be done haphazardly.,Social Military Politics,
ZH_0962,X,雄鹰飞得再高，影子还在地上,ZH,比喻人不管地位有多高，终究是集体中的一分子。,"No matter how high a person's position, they are ultimately just one member of the collective.",Social Military Politics,
ZH_0963,X,秀才遇见兵，有理讲不清,ZH,指讲道理的人如果遇到一味蛮横的人，无论怎么讲理也是没有用的。也指讲道理要分对象。,"When a reasonable person encounters someone who is purely unreasonable, no amount of logic will help. Also means one must consider whom one is reasoning with.",Social Military Politics,
ZH_0964,X,血债要用血来还,ZH,指所欠的血债必须用血来偿还。,Blood debts must be repaid with blood.,Social Military Politics,
ZH_0965,Y,衙门的钱，下水的船,ZH,古时指进官府打官司，花钱就如同顺流漂下的船只一样快。,"In ancient times, going to court to file a lawsuit consumed money as fast as a boat drifting downstream.",Social Military Politics,
ZH_0966,Y,衙门口向南开，有理无钱莫进来,ZH,指古时官府认钱不认理，不替普通老百姓伸张正义。,"Ancient government offices recognized money, not justice, and would not uphold fairness for ordinary people.",Social Military Politics,
ZH_0967,Y,严将出强兵，严婆出巧媳,ZH,"将领严格，兵力就强，,婆婆严格，媳妇就乖巧。意思是只有严格要求才能培养出优秀的人才。",Strict generals produce strong soldiers; strict mothers-in-law produce obedient daughters-in-law. Only strict standards can cultivate outstanding talent.,Social Military Politics,
ZH_0968,Y,炎炎者灭，隆隆者绝,ZH,声名、地位或权势显赫的人容易招致祸患。,"Those with great fame, status, or power easily invite disaster upon themselves.",Social Military Politics,
ZH_0969,Y,阎王不嫌鬼瘦,ZH,比喻恶人不论穷人富人都要压榨。,Evil people will squeeze and exploit both the poor and the rich alike.,Social Military Politics,
ZH_0970,Y,盐也只有那么咸，醋也只有那么酸,ZH,比喻事情并没有什么大不了的不必大惊小怪的。,A metaphor meaning the matter is nothing extraordinary — no need to make a fuss.,Social Military Politics,
ZH_0971,Y,盐卤点豆腐，一物降一物,ZH,盐卤：也叫卤水，简称卤，熬盐到最后剩下的黑色液体。降：制伏。物降一物，就如盐卤能让豆浆凝成豆腐一样。,"""Yánlǔ"" (bittern) is the black liquid remaining after boiling salt. ""Jiàng"" means to subdue. One thing subdues another, just as bittern causes soy milk to coagulate into tofu.",Social Military Politics,
ZH_0972,Y,眼观旌旗捷，耳听好消息,ZH,意谓希望成功，等待胜利的好消息。,Hoping for success and awaiting good news of victory.,Social Military Politics,
ZH_0973,Y,眼睛跳，晦气到,ZH,晦气：不吉利，倒霉。民间认为眼皮跳动，倒霉的事情就会出现。眼皮跳动和晦气两者没有一定的逻辑联系，这是一种迷信的观点。,"""Huìqì"" means bad luck or misfortune. Folk belief holds that when an eyelid twitches, something unlucky will happen. There is no logical connection between eyelid twitching and misfortune — this is a superstitious notion.",Social Military Politics,
ZH_0974,Y,雁飞干里靠头雁,ZH,大雁飞行得有头雁领路。指群众做事得有领导来带动。,Wild geese in flight need a lead goose to show the way. People doing things need a leader to guide them.,Social Military Politics,
ZH_0975,Y,燕雀居堂，不知祸到,ZH,燕雀在厅堂的栋粱上垒窝自认为安全，却不知灾祸就要降临意谓处境危险却一无所知。,"Swallows and sparrows build nests on the beams of the hall, thinking themselves safe, unaware that disaster is about to descend. Meaning one is in a dangerous situation without knowing it.",Social Military Politics,
ZH_0976,Y,羊肉不曾吃，空惹一身膻,ZH,比喻好处没到手，却惹上了不好的名声。,"Not only failing to gain any benefit, but actually acquiring a bad reputation.",Social Military Politics,
ZH_0977,Y,羊有头，人有主,ZH,羊群有领头的羊，人群有带头的人。什么事都必须有主事的人。,A flock of sheep has a lead sheep; a group of people has a leader. Every endeavor must have someone in charge.,Social Military Politics,
ZH_0978,Y,养儿当兵，种地纳粮,ZH,儿子长大有义务参军，耕种田地者有义务缴纳粮食。,"When sons grow up, they have the obligation to serve in the military; those who farm the land have the obligation to pay grain taxes.",Social Military Politics,
ZH_0979,Y,养虎自遗患,ZH,遗：留下。比喻如果宽恕敌人或恶人，相当于是给自己留下了后患。,"""Yí"" means to leave behind. Showing mercy to enemies or evildoers is equivalent to leaving future troubles for oneself.",Social Military Politics,
ZH_0980,Y,养家千百口，作罪一人当,ZH,一家有很多人，谁犯罪谁承担，不可以牵连别人。,"In a large family, whoever commits a crime bears the responsibility alone — others must not be implicated.",Social Military Politics,
ZH_0981,Y,养生不若放生,ZH,喂养动物，即便提供优越的生活条件给它们，不如放它们回归自然。比喻把人供养起来倒不如给人以自由。,Raising animals: even providing them with superior living conditions is not as good as releasing them back to nature. Keeping people in comfortable captivity is not as good as giving them freedom.,Social Military Politics,
ZH_0982,Y,养子不教如养驴，养女不教如养猪,ZH,指驴既犟又顽，猪既蠢又懒。也指如果对子女只养不教，就不可能成大器。,"Donkeys are stubborn and willful; pigs are stupid and lazy. If one only raises children without educating them, they cannot achieve anything great.",Social Military Politics,
ZH_0983,Y,要吃清泉水，就得地理鬼,ZH,要想喝到清澈的泉水，还需依靠熟悉地形的人来帮助。指要想做成一件大事，不能离开精明又知情的人来帮助。,"To drink clear spring water, one needs the help of someone familiar with the terrain. To accomplish something great, one cannot do without the assistance of knowledgeable and well-informed people.",Social Military Politics,
ZH_0984,Y,要打仗，拜大将；要打磨，请石匠,ZH,指要想干成大事，就必须请行家来帮助。,"To accomplish great things, one must invite experts to help.",Social Military Politics,
ZH_0985,Y,要得活儿多，还得吃与喝,ZH,要想让人多干活，就得先给他吃好喝好。,"To make people work more, one must first feed them well.",Social Military Politics,
ZH_0986,Y,要叫马儿跑，得叫马儿多吃草,ZH,比喻要想让他人好好工作，就得给予一定的报酬。,"A metaphor: to make others work well, one must provide adequate compensation.",Social Military Politics,
ZH_0987,Y,要破东吴兵，还得东吴人,ZH,比喻要干好一件事，就得让了解这方面情祝的人去处理。,"To do a job well, one must have someone who understands the situation handle it.",Social Military Politics,
ZH_0988,Y,要取骊龙项下珠，先须打点降龙手,ZH,要想摘下黑龙脖子下的宝珠，就得先送给降龙人一部分钱财。比喻要想办成大事，就必须先用高薪吸引人才。,"To obtain the precious pearl from beneath a black dragon's neck, one must first offer the dragon-slayer a share of wealth. To accomplish great things, one must first attract talent with generous pay.",Social Military Politics,
ZH_0989,Y,要想斗争巧，全凭智谋高,ZH,要想在斗争中以巧取胜，必须靠高超的智慧和谋略。,"To win through cleverness in a struggle, one must rely on superior wisdom and strategy.",Social Military Politics,
ZH_0990,Y,要知海深问渔夫，要知山高问猎户,ZH,要想获得相关的知识或了解某方面的情祝，就得请教知识渊博的人或经验丰富的人。,"To gain relevant knowledge or understand a certain situation, one must consult people of broad learning or rich experience.",Social Military Politics,
ZH_0991,Y,要知山下路，须问过来人,ZH,比喻要想了解情况，就要请教有经验的人。,"To understand a situation, one must consult experienced people.",Social Military Politics,
ZH_0992,Y,要知心腹事，但听口中言,ZH,但：只，只要。指想了解他人的心事，只用听他说话就行了。比喻要想知道一个人在想什么，只要听听他说什么，就可以略知一二了。,"""Dàn"" means only or just. To know what someone is thinking, just listen to what they say. By listening to someone's words, one can get a rough idea of what is on their mind.",Social Military Politics,
ZH_0993,Y,野马脱缰要乱套，人无法律走乱道,ZH,只有通过法律约束人的行为，社会才会秩序井然。,Only through legal constraints on behavior can society maintain good order.,Social Military Politics,
ZH_0994,Y,夜不闭户，路不拾遗,ZH,意指天下太平，社会秩序良好。,Meaning the realm is at peace and social order is good.,Social Military Politics,
ZH_0995,Y,夜猫子不黑夭不进宅，黄鼠狼不深夜不叨鸡,ZH,夜猫子：猫头鹰。比喻坏人喜欢在暗中行动，做坏事总是瞄准隐秘的时机开展。,"""Yèmāozi"" means owl. Evil people like to act in the dark, always seizing hidden opportunities to do bad things.",Social Military Politics,
ZH_0996,Y,夜猫子害怕见太阳,ZH,意谓恶势力害怕正义的力量。,Evil forces fear the power of justice.,Social Military Politics,
ZH_0997,Y,夜入人家，非奸即盗,ZH,意谓夜里闯进他人家中 ，一定是作奸犯科的人。,Anyone who breaks into another's home at night is certainly a criminal.,Social Military Politics,
ZH_0998,Y,一百饶一下，打汝九十九,ZH,意思是宽恕少但惩罚重。,Meaning lenient in pardoning but heavy in punishment.,Social Military Politics,
ZH_0999,Y,一棒打两只鸡,ZH,比喻办事一举两得。,A metaphor for accomplishing two things with one action — killing two birds with one stone.,Social Military Politics,
ZH_1000,Y,"一辈子不出马 ,到老是个卒",ZH,一辈子不打仗，到老也是兵。指人如果不经磨炼，不见世面，就不会成大气候。,"If one never fights in one's life, one remains a common soldier even in old age. Without tempering and worldly experience, one will never amount to much.",Social Military Politics,
ZH_1001,Y,一朝权在手，便把令来行,ZH,指做官的一旦掌握了大权，就会发号施令。,"Once an official grasps great power, they begin issuing orders and commands.",Social Military Politics,
ZH_1002,Y,一朝时运至，半点不由人,ZH,意谓一旦遇上好运，一切便情不自禁地好起来。,"Once good fortune arrives, everything naturally begins to improve.",Social Military Politics,
ZH_1003,Y,一朝天子一朝臣,ZH,古时换一个皇帝常常要换一批大臣。现在常指一个人上台，就会紧接着换一批亲信或随从。,"In ancient times, changing one emperor often meant replacing an entire cohort of ministers. Now it commonly means that when one person takes power, they immediately replace those around them with their own trusted associates.",Social Military Politics,
ZH_1004,Y,一床锦被遮盖,ZH,意思是请求别人通融庇护。,Meaning to ask someone for leniency or protection.,Social Military Politics,
ZH_1005,Y,一打三分低,ZH,指一旦动手打人，就理亏了,"Once one resorts to hitting someone, one is automatically in the wrong.",Social Military Politics,
ZH_1006,Y,一夫出死，千乘不轻,ZH,意谓如果有一人备决死而战，即便拥有重兵也不能轻视。,"If one person is prepared to fight to the death, even a large army cannot take them lightly.",Social Military Politics,
ZH_1007,Y,一夫当关，万夫莫开,ZH,一个勇士把守的关口，再多的勇士也攻不开。意谓地势险要。,A pass defended by one brave warrior cannot be breached even by many. Meaning the terrain is extremely strategic and defensible.,Social Military Politics,
ZH_1008,Y,一夫拼命，万夫难敌,ZH,意谓一人拼命，再多的人也抵挡不住。,"When one person fights desperately, even a multitude cannot withstand them.",Social Military Politics,
ZH_1009,Y,一竿子打不倒一船人,ZH,指法不责众。也指一个人不能对付一群人。,Refers to the principle that the law does not punish the masses. Also means one person cannot fight against a crowd.,Social Military Politics,
ZH_1010,Y,一个不摘鞍，一个不下马,ZH,指对立的双方谁也不让谁。,Neither side in the conflict will yield to the other.,Social Military Politics,
ZH_1011,Y,一个槽上拴不下俩叫驴,ZH,叫驴：公驴。指两只公驴拴在起会打架，因此不能拴在同一个槽上。比喻一个地方容纳不了互不相让的两个人或针锋相对的两个强者。,"""Jiàolǘ"" means a male donkey. Two male donkeys tied together will fight, so they cannot be tethered to the same trough. A metaphor meaning one place cannot accommodate two unyielding people or two powerful rivals who are diametrically opposed.",Social Military Politics,
ZH_1012,Y,一个将军一道令,ZH,每个将领各有自己策略和军令。,Every general has their own strategies and military orders.,Social Military Politics,
ZH_1013,Y,一个神仙一套法,ZH,每个领导都有一套解决问题的办法和手段。,Every leader has their own set of methods and approaches for solving problems.,Social Military Politics,
ZH_1014,Y,一个土地爷好烧香，两个土地爷难叩头,ZH,一个神好敬，两个神不好敬。比喻领导多了，人们就会无所适从，不知该听谁的。,"One deity is easy to worship; two deities are hard to worship simultaneously. When there are too many leaders, people become confused and don't know whom to obey.",Social Military Politics,
ZH_1015,Y,一个竹眼钉一条钉,ZH,比喻双方针锋相对。,A metaphor for both sides confronting each other head-on.,Social Military Politics,
ZH_1016,Y,一棍打一船,ZH,比喻不分青红皂白、好坏对错全盘否定，全部打倒。,"A metaphor for indiscriminately negating and destroying everything regardless of right or wrong, good or bad.",Social Military Politics,
ZH_1017,Y,一家有一个主，一庙有一个神,ZH,意指每家都有一个主事的人。,Every household has one person who manages affairs.,Social Military Politics,
ZH_1018,Y,一将功成万骨枯,ZH,一个将领显赫的功绩是用无数士兵的生命换取的。,A general's glorious achievements are purchased with the lives of countless soldiers.,Social Military Politics,
ZH_1019,Y,一将舍命，万将难敌,ZH,一个将领将自己的生死置之度外拼命冲杀，再多的敌将也抵挡不住。,"When one general throws caution to the wind and charges recklessly into battle, even numerous enemy generals cannot withstand them.",Social Military Politics,
ZH_1020,Y,一将无谋，累死千军；一帅无谋，挫丧万师,ZH,指将帅若没有谋略，全军就会受挫或失败。也指领头人没本事，人们就会跟着遭殃。,"If a commanding officer lacks strategy, the entire army will be defeated. If the leader is incompetent, everyone under them will suffer.",Social Military Politics,
ZH_1021,Y,一马当先，万马奔腾,ZH,领头马在前面奔跑，后面的马就会奋蹄而起 ，紧追不放。比喻领导起到了榜样，人们自然会忘我工作。,"When the lead horse gallops ahead, the horses behind will spring forward in pursuit. When a leader sets a good example, people will naturally throw themselves into their work.",Social Military Politics,
ZH_1022,Y,一年种谷，三年生金,ZH,形容如果条件优越 ，一旦投入就能获得丰厚的回报。,"Describes how, given superior conditions, once investment is made, returns will be abundant.",Social Military Politics,
ZH_1023,Y,一人藏物，千人难寻,ZH,指一个人藏的地方，很多人也不容易找到。也指藏的人有目标，找的人没有头绪。,"A place hidden by one person is not easily found by many. The one hiding has a clear target, while the searchers have no clue.",Social Military Politics,
ZH_1024,Y,一人看一步，十人看百里,ZH,指人多智慧高，计划得长远。,Many people together have greater wisdom and can plan further ahead.,Social Military Politics,
ZH_1025,Y,一人为私，两人为公,ZH,为：动词，做，指对事情作出判断。对同一件事情，一个人作出的判别常常有偏私，两个人作出的判断常常会比较公正。,"""Wéi"" means to make a judgment about something. For the same matter, one person's judgment often has bias, while two people's judgment tends to be more fair.",Social Military Politics,
